"sourcekey" "targetkey" "lei_xing" "pk"
"DUI_XIANG:360428188702295227" "DUI_XIANG:41078219360621148X" "好友" "990"
"DUI_XIANG:360428189507157034" "DUI_XIANG:410782192602235359" "好友" "991"
"DUI_XIANG:360428189705246126" "DUI_XIANG:410782191710174165" "同事" "992"
"DUI_XIANG:360428190908095979" "DUI_XIANG:410782191401177012" "好友" "993"
"DUI_XIANG:360428191105137500" "DUI_XIANG:410782191302262430" "好友" "994"
"DUI_XIANG:360428191403171440" "DUI_XIANG:410782190707287607" "好友" "995"
"DUI_XIANG:360428191403205081" "DUI_XIANG:41078219031001677X" "亲属" "996"
"DUI_XIANG:36042819300114991X" "DUI_XIANG:410782189802196529" "好友" "997"
"DUI_XIANG:360428193410146963" "DUI_XIANG:410782189108225430" "好友" "998"
"DUI_XIANG:360428194401055749" "DUI_XIANG:410782188204214622" "好友" "999"
"DUI_XIANG:370105188603134138" "DUI_XIANG:41030219480801328X" "同乡" "1000"
"DUI_XIANG:370105189110183980" "DUI_XIANG:410302194709094301" "" "1001"
"DUI_XIANG:370105192010196685" "DUI_XIANG:410302194609165096" "" "1002"
"DUI_XIANG:370105192109082864" "DUI_XIANG:410302194510289857" "" "1003"
"DUI_XIANG:370105192208297158" "DUI_XIANG:410302193705163168" "" "1004"
"DUI_XIANG:370105192208308507" "DUI_XIANG:410302193606279755" "" "1005"
"DUI_XIANG:370611190510064596" "DUI_XIANG:410302193606222716" "" "1006"
"DUI_XIANG:37061119051006502X" "DUI_XIANG:410302192912034399" "" "1007"
"DUI_XIANG:370611191006196877" "DUI_XIANG:410302191711245064" "" "1008"
"DUI_XIANG:370611191304231271" "DUI_XIANG:410302190905081147" "" "1009"
"DUI_XIANG:370611191403124295" "DUI_XIANG:410302190707302172" "" "1010"
"DUI_XIANG:370611192703085931" "DUI_XIANG:410302190707265324" "" "1011"
"DUI_XIANG:370611192802261857" "DUI_XIANG:41030219060812848X" "" "1012"
"DUI_XIANG:370611193311172336" "DUI_XIANG:410302190608095390" "" "1013"
"DUI_XIANG:370611194909187035" "DUI_XIANG:410302189605153649" "" "1014"
"DUI_XIANG:370685188008312867" "DUI_XIANG:410302189505176448" "" "1015"
"DUI_XIANG:370685188602017182" "DUI_XIANG:410302189010078504" "" "1016"
"DUI_XIANG:370685188912095303" "DUI_XIANG:371424194003228453" "" "1017"
"DUI_XIANG:370685190102141171" "DUI_XIANG:371424192901069002" "" "1018"
"DUI_XIANG:37068519020131957X" "DUI_XIANG:37142419100501122X" "" "1019"
"DUI_XIANG:370685190411168685" "DUI_XIANG:371424190905103520" "" "1020"
"DUI_XIANG:370685190609261199" "DUI_XIANG:371424189604129219" "" "1021"
"DUI_XIANG:370685190709191394" "DUI_XIANG:371424188502294542" "" "1022"
"DUI_XIANG:370685191403146616" "DUI_XIANG:371424188502284379" "" "1023"
"DUI_XIANG:370685191712187884" "DUI_XIANG:371424188403075037" "" "1024"
"DUI_XIANG:370685193806209270" "DUI_XIANG:371422194710208862" "" "1025"
"DUI_XIANG:37068519400404654X" "DUI_XIANG:371422194709198118" "" "1026"
"DUI_XIANG:370685194203206622" "DUI_XIANG:371422193507027383" "" "1027"
"DUI_XIANG:370685194611064109" "DUI_XIANG:371422192603073983" "" "1028"
"DUI_XIANG:37068718830501114X" "DUI_XIANG:371422191302028455" "" "1029"
"DUI_XIANG:370687189110206478" "DUI_XIANG:371422191104238718" "" "1030"
"DUI_XIANG:370687189804118536" "DUI_XIANG:371422190806219517" "" "1031"
"DUI_XIANG:37068719230611277X" "DUI_XIANG:371422189605198213" "" "1032"
"DUI_XIANG:370687193211205855" "DUI_XIANG:371422188911196254" "" "1033"
"DUI_XIANG:37068719370704133X" "DUI_XIANG:371422188601186739" "" "1034"
"DUI_XIANG:370687194401261801" "DUI_XIANG:371422188502273124" "" "1035"
"DUI_XIANG:370687194710268433" "DUI_XIANG:371311193507085562" "" "1036"
"DUI_XIANG:370883188503133178" "DUI_XIANG:371311192702268343" "" "1037"
"DUI_XIANG:370883188801131349" "DUI_XIANG:37131119171129184X" "" "1038"
"DUI_XIANG:370883189110114333" "DUI_XIANG:371311190410042618" "" "1039"
"DUI_XIANG:370883189407178645" "DUI_XIANG:371311190101022349" "" "1040"
"DUI_XIANG:370883190609165939" "DUI_XIANG:371311189704059556" "" "1041"
"DUI_XIANG:37088319090623323X" "DUI_XIANG:370921194610281691" "" "1042"
"DUI_XIANG:370883191203204664" "DUI_XIANG:370921194512122312" "" "1043"
"DUI_XIANG:370883192505247306" "DUI_XIANG:370921194301295897" "" "1044"
"DUI_XIANG:370883192901138910" "DUI_XIANG:370921193904046481" "" "1045"
"DUI_XIANG:370883193508188617" "DUI_XIANG:370921192009093068" "" "1046"
"DUI_XIANG:370883193707015495" "DUI_XIANG:370921191402042238" "" "1047"
"DUI_XIANG:370900192703027050" "DUI_XIANG:370921190212249743" "" "1048"
"DUI_XIANG:370900193806198834" "DUI_XIANG:370921189208273347" "" "1049"
"DUI_XIANG:370921188503039014" "DUI_XIANG:370921189109078378" "" "1050"
"DUI_XIANG:370921189109078378" "DUI_XIANG:370921188503039014" "" "1051"
"DUI_XIANG:370921189208273347" "DUI_XIANG:370900193806198834" "" "1052"
"DUI_XIANG:370921190212249743" "DUI_XIANG:370900192703027050" "" "1053"
"DUI_XIANG:370921191402042238" "DUI_XIANG:370883193707015495" "" "1054"
"DUI_XIANG:370921192009093068" "DUI_XIANG:370883193508188617" "" "1055"
"DUI_XIANG:370921193904046481" "DUI_XIANG:370883192901138910" "" "1056"
"DUI_XIANG:370921194301295897" "DUI_XIANG:370883192505247306" "" "1057"
"DUI_XIANG:370921194512122312" "DUI_XIANG:370883191203204664" "" "1058"
"DUI_XIANG:370921194610281691" "DUI_XIANG:37088319090623323X" "" "1059"
"DUI_XIANG:371311189704059556" "DUI_XIANG:370883190609165939" "" "1060"
"DUI_XIANG:371311190101022349" "DUI_XIANG:370883189407178645" "" "1061"
"DUI_XIANG:371311190410042618" "DUI_XIANG:370883189110114333" "" "1062"
"DUI_XIANG:37131119171129184X" "DUI_XIANG:370883188801131349" "" "1063"
"DUI_XIANG:371311192702268343" "DUI_XIANG:370883188503133178" "" "1064"
"DUI_XIANG:371311193507085562" "DUI_XIANG:370687194710268433" "" "1065"
"DUI_XIANG:371422188502273124" "DUI_XIANG:370687194401261801" "" "1066"
"DUI_XIANG:371422188601186739" "DUI_XIANG:37068719370704133X" "" "1067"
"DUI_XIANG:371422188911196254" "DUI_XIANG:370687193211205855" "" "1068"
"DUI_XIANG:371422189605198213" "DUI_XIANG:37068719230611277X" "" "1069"
"DUI_XIANG:371422190806219517" "DUI_XIANG:370687189804118536" "" "1070"
"DUI_XIANG:371422191104238718" "DUI_XIANG:370687189110206478" "" "1071"
"DUI_XIANG:371422191302028455" "DUI_XIANG:37068718830501114X" "" "1072"
"DUI_XIANG:371422192603073983" "DUI_XIANG:370685194611064109" "" "1073"
"DUI_XIANG:371422193507027383" "DUI_XIANG:370685194203206622" "" "1074"
"DUI_XIANG:371422194709198118" "DUI_XIANG:37068519400404654X" "" "1075"
"DUI_XIANG:371422194710208862" "DUI_XIANG:370685193806209270" "" "1076"
"DUI_XIANG:371424188403075037" "DUI_XIANG:370685191712187884" "" "1077"
"DUI_XIANG:371424188502284379" "DUI_XIANG:370685191403146616" "" "1078"
"DUI_XIANG:371424188502294542" "DUI_XIANG:370685190709191394" "" "1079"
"DUI_XIANG:371424189604129219" "DUI_XIANG:370685190609261199" "" "1080"
"DUI_XIANG:371424190905103520" "DUI_XIANG:370685190411168685" "" "1081"
"DUI_XIANG:37142419100501122X" "DUI_XIANG:37068519020131957X" "" "1082"
"DUI_XIANG:371424192901069002" "DUI_XIANG:370685190102141171" "" "1083"
"DUI_XIANG:371424194003228453" "DUI_XIANG:370685188912095303" "" "1084"
"DUI_XIANG:410302189010078504" "DUI_XIANG:370685188602017182" "" "1085"
"DUI_XIANG:410302189505176448" "DUI_XIANG:370685188008312867" "" "1086"
"DUI_XIANG:410302189605153649" "DUI_XIANG:370611194909187035" "" "1087"
"DUI_XIANG:410302190608095390" "DUI_XIANG:370611193311172336" "" "1088"
"DUI_XIANG:41030219060812848X" "DUI_XIANG:370611192802261857" "" "1089"
"DUI_XIANG:410302190707265324" "DUI_XIANG:370611192703085931" "" "1090"
"DUI_XIANG:410302190707302172" "DUI_XIANG:370611191403124295" "" "1091"
"DUI_XIANG:410302190905081147" "DUI_XIANG:370611191304231271" "" "1092"
"DUI_XIANG:410302191711245064" "DUI_XIANG:370611191006196877" "" "1093"
"DUI_XIANG:410302192912034399" "DUI_XIANG:37061119051006502X" "" "1094"
"DUI_XIANG:410302193606222716" "DUI_XIANG:370611190510064596" "" "1095"
"DUI_XIANG:410302193606279755" "DUI_XIANG:370105192208308507" "" "1096"
"DUI_XIANG:410302193705163168" "DUI_XIANG:370105192208297158" "" "1097"
"DUI_XIANG:410302194510289857" "DUI_XIANG:370105192109082864" "" "1098"
"DUI_XIANG:410302194609165096" "DUI_XIANG:370105192010196685" "" "1099"
"DUI_XIANG:410302194709094301" "DUI_XIANG:370105189110183980" "" "1100"
"DUI_XIANG:41030219480801328X" "DUI_XIANG:370105188603134138" "" "1101"
"DUI_XIANG:410782188204214622" "DUI_XIANG:360428194401055749" "" "1102"
"DUI_XIANG:410782189108225430" "DUI_XIANG:360428193410146963" "" "1103"
"DUI_XIANG:410782189802196529" "DUI_XIANG:36042819300114991X" "" "1104"
"DUI_XIANG:41078219031001677X" "DUI_XIANG:360428191403205081" "" "1105"
"DUI_XIANG:410782190707287607" "DUI_XIANG:360428191403171440" "" "1106"
"DUI_XIANG:410782191302262430" "DUI_XIANG:360428191105137500" "" "1107"
"DUI_XIANG:410782191401177012" "DUI_XIANG:360428190908095979" "" "1108"
"DUI_XIANG:410782191710174165" "DUI_XIANG:360428189705246126" "" "1109"
"DUI_XIANG:410782192602235359" "DUI_XIANG:360428189507157034" "" "1110"
"DUI_XIANG:41078219360621148X" "DUI_XIANG:360428188702295227" "" "1111"
"DUI_XIANG:410782194411074053" "DUI_XIANG:360428188504238205" "" "1112"
"DUI_XIANG:411081188712298937" "DUI_XIANG:360425193609263105" "" "1113"
"DUI_XIANG:411081188811195538" "DUI_XIANG:360425193608202474" "" "1114"
"DUI_XIANG:411081189208167473" "DUI_XIANG:360425192605295308" "" "1115"
"DUI_XIANG:411081189406258480" "DUI_XIANG:360425191502102388" "" "1116"
"DUI_XIANG:411081189406282739" "DUI_XIANG:360425191404242010" "" "1117"
"DUI_XIANG:411081189604105928" "DUI_XIANG:360425188504204524" "" "1118"
"DUI_XIANG:41108118990210427X" "DUI_XIANG:360421193002235428" "" "1119"
"DUI_XIANG:41108119000130802X" "DUI_XIANG:360421192902271817" "" "1120"
"DUI_XIANG:411081190509154084" "DUI_XIANG:360421189905176172" "" "1121"
"DUI_XIANG:411081191004252054" "DUI_XIANG:360421189904154641" "" "1122"
"DUI_XIANG:411081192008252312" "DUI_XIANG:360421189607168107" "" "1123"
"DUI_XIANG:411081192602201104" "DUI_XIANG:360421189310126782" "" "1124"
"DUI_XIANG:411081193210031358" "DUI_XIANG:360421189309056123" "" "1125"
"DUI_XIANG:411081193507302526" "DUI_XIANG:360421188207265026" "" "1126"
"DUI_XIANG:411081194002078033" "DUI_XIANG:350721194612248807" "" "1127"
"DUI_XIANG:411421188303063315" "DUI_XIANG:350721194501055148" "" "1128"
"DUI_XIANG:411421189307052909" "DUI_XIANG:350721193708225541" "" "1129"
"DUI_XIANG:411421190508117084" "DUI_XIANG:350721192506066816" "" "1130"
"DUI_XIANG:411421191103156768" "DUI_XIANG:350721192308297613" "" "1131"
"DUI_XIANG:411421191202016971" "DUI_XIANG:350721192308012112" "" "1132"
"DUI_XIANG:41142119151206184X" "DUI_XIANG:350721191701283600" "" "1133"
"DUI_XIANG:411421191809057155" "DUI_XIANG:350721191503146904" "" "1134"
"DUI_XIANG:41142119420122545X" "DUI_XIANG:350721191106244455" "" "1135"
"DUI_XIANG:411421194609139272" "DUI_XIANG:350721188703122811" "" "1136"
"DUI_XIANG:411421194807205373" "DUI_XIANG:350526194402138213" "" "1137"
"DUI_XIANG:420607188501197386" "DUI_XIANG:350526194104095235" "" "1138"
"DUI_XIANG:420607188601116547" "DUI_XIANG:350526193609297014" "" "1139"
"DUI_XIANG:420607191202054403" "DUI_XIANG:350526193212071519" "" "1140"
"DUI_XIANG:420607192304132315" "DUI_XIANG:35052619290302731X" "" "1141"
"DUI_XIANG:420607193110018105" "DUI_XIANG:350526192704215422" "" "1142"
"DUI_XIANG:42060719421214350X" "DUI_XIANG:350526192606088722" "" "1143"
"DUI_XIANG:420607194311063839" "DUI_XIANG:35052619201103862X" "" "1144"
"DUI_XIANG:42060719460913955X" "DUI_XIANG:350526191503172038" "" "1145"
"DUI_XIANG:420607194906124792" "DUI_XIANG:350526191305093021" "" "1146"
"DUI_XIANG:420800188005269770" "DUI_XIANG:350526190003048984" "" "1147"
"DUI_XIANG:420800188303049346" "DUI_XIANG:350526188405089604" "" "1148"
"DUI_XIANG:420800188711231315" "DUI_XIANG:350526188405056538" "" "1149"
"DUI_XIANG:420800188910055895" "DUI_XIANG:350526188108106391" "" "1150"
"DUI_XIANG:420800189207052822" "DUI_XIANG:350427193708226087" "" "1151"
"DUI_XIANG:420800189901033111" "DUI_XIANG:350427193609033087" "" "1152"
"DUI_XIANG:420800190111109191" "DUI_XIANG:350427190809214583" "" "1153"
"DUI_XIANG:420800190508025260" "DUI_XIANG:350427190203277029" "" "1154"
"DUI_XIANG:420800190805078297" "DUI_XIANG:350427190203265941" "" "1155"
"DUI_XIANG:420800192403036798" "DUI_XIANG:350427190004119132" "" "1156"
"DUI_XIANG:420800192602149939" "DUI_XIANG:350427189905199709" "" "1157"
"DUI_XIANG:420800193010087417" "DUI_XIANG:350427189001176758" "" "1158"
"DUI_XIANG:420800193605127780" "DUI_XIANG:350427188010267913" "" "1159"
"DUI_XIANG:420800193803239409" "DUI_XIANG:350206194601022158" "" "1160"
"DUI_XIANG:420900188512072206" "DUI_XIANG:350206194402138908" "" "1161"
"DUI_XIANG:420900189603264873" "DUI_XIANG:350206194303287481" "" "1162"
"DUI_XIANG:420900190606207610" "DUI_XIANG:350206193907108478" "" "1163"
"DUI_XIANG:420900191003146155" "DUI_XIANG:350206193312071653" "" "1164"
"DUI_XIANG:420900191709093390" "DUI_XIANG:350206193101187090" "" "1165"
"DUI_XIANG:420900192403025525" "DUI_XIANG:350206192904144452" "" "1166"
"DUI_XIANG:420900192911135421" "DUI_XIANG:350206192804214521" "" "1167"
"DUI_XIANG:420900193010065424" "DUI_XIANG:350206191912165929" "" "1168"
"DUI_XIANG:420900193704035449" "DUI_XIANG:350206191801214177" "" "1169"
"DUI_XIANG:420900194708276084" "DUI_XIANG:350206191206174991" "" "1170"
"DUI_XIANG:430102189207049515" "DUI_XIANG:350206190612239135" "" "1171"
"DUI_XIANG:430102189802081480" "DUI_XIANG:350206190612228102" "" "1172"
"DUI_XIANG:430102192812249221" "DUI_XIANG:350206189211037040" "" "1173"
"DUI_XIANG:430102194509105283" "DUI_XIANG:350206188803109824" "" "1174"
"DUI_XIANG:43012218810416671X" "DUI_XIANG:341822194811087357" "" "1175"
"DUI_XIANG:430122188302212879" "DUI_XIANG:341822194502151837" "" "1176"
"DUI_XIANG:430122188501105128" "DUI_XIANG:341822193907052963" "" "1177"
"DUI_XIANG:430122189306257112" "DUI_XIANG:341822193610091400" "" "1178"
"DUI_XIANG:430122190805295701" "DUI_XIANG:341822193510159607" "" "1179"
"DUI_XIANG:430122191709067666" "DUI_XIANG:341822192111015505" "" "1180"
"DUI_XIANG:43012219180824949X" "DUI_XIANG:341822192011063411" "" "1181"
"DUI_XIANG:430122192105279697" "DUI_XIANG:341822191305151447" "" "1182"
"DUI_XIANG:430122192403299944" "DUI_XIANG:341822191206268316" "" "1183"
"DUI_XIANG:430122194410219534" "DUI_XIANG:341822190908189263" "" "1184"
"DUI_XIANG:430225188401152087" "DUI_XIANG:341822190711123893" "" "1185"
"DUI_XIANG:430225189405127908" "DUI_XIANG:341822190611216523" "" "1186"
"DUI_XIANG:43022518970211525X" "DUI_XIANG:341822189707193508" "" "1187"
"DUI_XIANG:430225190111042165" "DUI_XIANG:341521191108096191" "" "1188"
"DUI_XIANG:430225190606185299" "DUI_XIANG:34152118960829743X" "" "1189"
"DUI_XIANG:430225193505138710" "DUI_XIANG:341521188109165139" "" "1190"
"DUI_XIANG:430225194409141359" "DUI_XIANG:341421194007063508" "" "1191"
"DUI_XIANG:430301189008144581" "DUI_XIANG:341421193709021754" "" "1192"
"DUI_XIANG:430301189801019778" "DUI_XIANG:341421193610103274" "" "1193"
"DUI_XIANG:430301189912156185" "DUI_XIANG:34142119330112838X" "" "1194"
"DUI_XIANG:430301189912248098" "DUI_XIANG:341421193202202353" "" "1195"
"DUI_XIANG:430301190209198525" "DUI_XIANG:341421191405138049" "" "1196"
"DUI_XIANG:430301191102261998" "DUI_XIANG:341421190711146835" "" "1197"
"DUI_XIANG:430301192303047968" "DUI_XIANG:341421190401127460" "" "1198"
"DUI_XIANG:43030119230404833X" "DUI_XIANG:341421189708238845" "" "1199"
"DUI_XIANG:43030119250214121X" "DUI_XIANG:34142118890206467X" "" "1200"
"DUI_XIANG:430301192601012122" "DUI_XIANG:341421188605045114" "" "1201"
"DUI_XIANG:43030119271229744X" "DUI_XIANG:34142118850616226X" "" "1202"
"DUI_XIANG:430301194001235372" "DUI_XIANG:34142118801031547X" "" "1203"
"DUI_XIANG:430401188412058336" "DUI_XIANG:341221194911098505" "" "1204"
"DUI_XIANG:430401189106305014" "DUI_XIANG:341221191901247972" "" "1205"
"DUI_XIANG:430401190209153787" "DUI_XIANG:341221191009237589" "" "1206"
"DUI_XIANG:430401190407287700" "DUI_XIANG:341221191008177510" "" "1207"
"DUI_XIANG:43051118800412139X" "DUI_XIANG:341221190204085811" "" "1208"
"DUI_XIANG:430511188004178898" "DUI_XIANG:341221189510138434" "" "1209"
"DUI_XIANG:430511188103038487" "DUI_XIANG:341221189410244280" "" "1210"
"DUI_XIANG:430511189404058400" "DUI_XIANG:341221189212084888" "" "1211"
"DUI_XIANG:430511189701317843" "DUI_XIANG:341221189212062355" "" "1212"
"DUI_XIANG:430511190309117896" "DUI_XIANG:340802194205198712" "" "1213"
"DUI_XIANG:430511190407275994" "DUI_XIANG:340802193710088894" "" "1214"
"DUI_XIANG:430511191906028749" "DUI_XIANG:340802192111063842" "" "1215"
"DUI_XIANG:430511192811101469" "DUI_XIANG:340802191703172001" "" "1216"
"DUI_XIANG:430511194012154707" "DUI_XIANG:340802190401138006" "" "1217"
"DUI_XIANG:430511194607239371" "DUI_XIANG:340802188605079199" "" "1218"
"DUI_XIANG:430511194805295139" "DUI_XIANG:340802188110293070" "" "1219"
"DUI_XIANG:430624188610114015" "DUI_XIANG:340603193412061322" "" "1220"
"DUI_XIANG:430624189911108588" "DUI_XIANG:340603193004156701" "" "1221"
"DUI_XIANG:43062419001103864X" "DUI_XIANG:340603192112143815" "" "1222"
"DUI_XIANG:430624190110256618" "DUI_XIANG:340603191108191262" "" "1223"
"DUI_XIANG:430624191807156435" "DUI_XIANG:340603191009237616" "" "1224"
"DUI_XIANG:430624191906028770" "DUI_XIANG:340603190810099824" "" "1225"
"DUI_XIANG:430624192204061749" "DUI_XIANG:340603190810099007" "" "1226"
"DUI_XIANG:430624194409116490" "DUI_XIANG:340603190501138121" "" "1227"
"DUI_XIANG:430624194806018640" "DUI_XIANG:340603190501115309" "" "1228"
"DUI_XIANG:430624194806042958" "DUI_XIANG:340603190203051781" "" "1229"
"DUI_XIANG:430922189205117157" "DUI_XIANG:34060319010417855X" "" "1230"
"DUI_XIANG:43092219030830974X" "DUI_XIANG:340603189708252345" "" "1231"
"DUI_XIANG:430922190705295521" "DUI_XIANG:340603189101212742" "" "1232"
"DUI_XIANG:430922191002259596" "DUI_XIANG:340603188705044829" "" "1233"
"DUI_XIANG:430922191608285342" "DUI_XIANG:340603188605104281" "" "1234"
"DUI_XIANG:430922193207244186" "DUI_XIANG:340301194503287509" "" "1235"
"DUI_XIANG:430922193405137672" "DUI_XIANG:340301194503276762" "" "1236"
"DUI_XIANG:430922194607146993" "DUI_XIANG:340301192508312153" "" "1237"
"DUI_XIANG:431027188201152392" "DUI_XIANG:340301192112144755" "" "1238"
"DUI_XIANG:431027188411231777" "DUI_XIANG:340301192012225216" "" "1239"
"DUI_XIANG:431027188412311074" "DUI_XIANG:340301191802066358" "" "1240"
"DUI_XIANG:431027189007015778" "DUI_XIANG:340301191505127695" "" "1241"
"DUI_XIANG:431027189106209674" "DUI_XIANG:34030119071229706X" "" "1242"
"DUI_XIANG:431027189305094400" "DUI_XIANG:340301189708308944" "" "1243"
"DUI_XIANG:431027190605306602" "DUI_XIANG:340301189609081705" "" "1244"
"DUI_XIANG:43102719070423822X" "DUI_XIANG:34030118951022135X" "" "1245"
"DUI_XIANG:43102719131129142X" "DUI_XIANG:340301188903179522" "" "1246"
"DUI_XIANG:431027192104107241" "DUI_XIANG:340301188804264166" "" "1247"
"DUI_XIANG:431027192401091944" "DUI_XIANG:340301188804228130" "" "1248"
"DUI_XIANG:431027192711171579" "DUI_XIANG:340301188110293237" "" "1249"
"DUI_XIANG:431027192909214095" "DUI_XIANG:340301188010064795" "" "1250"
"DUI_XIANG:431027193901199630" "DUI_XIANG:34020719491224879X" "" "1251"
"DUI_XIANG:431027194210244003" "DUI_XIANG:340207194911171145" "" "1252"
"DUI_XIANG:431027194706054510" "DUI_XIANG:340207193710147865" "" "1253"
"DUI_XIANG:431027194706076760" "DUI_XIANG:340207193202262875" "" "1254"
"DUI_XIANG:431127188808154971" "DUI_XIANG:340207193202248598" "" "1255"
"DUI_XIANG:431127189403253685" "DUI_XIANG:340207193103075070" "" "1256"
"DUI_XIANG:431127189812155779" "DUI_XIANG:340207192509117491" "" "1257"
"DUI_XIANG:431127191001233801" "DUI_XIANG:34020719211218926X" "" "1258"
"DUI_XIANG:431127193107313526" "DUI_XIANG:340207192112145021" "" "1259"
"DUI_XIANG:431127193404011428" "DUI_XIANG:340207191604057760" "" "1260"
"DUI_XIANG:431127194904119456" "DUI_XIANG:340207191505152746" "" "1261"
"DUI_XIANG:431127194904189489" "DUI_XIANG:340207189002053575" "" "1262"
"DUI_XIANG:431201188003037788" "DUI_XIANG:340103194801033517" "" "1263"
"DUI_XIANG:431201188610076818" "DUI_XIANG:340103192112214911" "" "1264"
"DUI_XIANG:431201188709307073" "DUI_XIANG:340103192112166710" "" "1265"
"DUI_XIANG:431201189205149918" "DUI_XIANG:340103192001272422" "" "1266"
"DUI_XIANG:43120119040720571X" "DUI_XIANG:340103191902066875" "" "1267"
"DUI_XIANG:43120119300813994X" "DUI_XIANG:340103191703275412" "" "1268"
"DUI_XIANG:431201194210184984" "DUI_XIANG:340103189411048370" "" "1269"
"DUI_XIANG:43120119440824943X" "DUI_XIANG:340103189312121106" "" "1270"
"DUI_XIANG:440306188003015122" "DUI_XIANG:340103189312096174" "" "1271"
"DUI_XIANG:440306189204069404" "DUI_XIANG:340103189201199365" "" "1272"
"DUI_XIANG:440306189205083208" "DUI_XIANG:340103188705115300" "" "1273"
"DUI_XIANG:440306189304301426" "DUI_XIANG:340103188705081972" "" "1274"
"DUI_XIANG:440306189502125291" "DUI_XIANG:330723194206028197" "" "1275"
"DUI_XIANG:440306190505318679" "DUI_XIANG:330723193103145329" "" "1276"
"DUI_XIANG:440306190803109023" "DUI_XIANG:330723192806125696" "" "1277"
"DUI_XIANG:440306191508262070" "DUI_XIANG:330723191802126187" "" "1278"
"DUI_XIANG:440306193504205246" "DUI_XIANG:330723190712045864" "" "1279"
"DUI_XIANG:440306193504239788" "DUI_XIANG:330723190303062874" "" "1280"
"DUI_XIANG:440306194309068033" "DUI_XIANG:330723189610196903" "" "1281"
"DUI_XIANG:440306194705269953" "DUI_XIANG:330723188804275963" "" "1282"
"DUI_XIANG:440703188411195196" "DUI_XIANG:33072318821031622X" "" "1283"
"DUI_XIANG:440703188708188587" "DUI_XIANG:330723188111113013" "" "1284"
"DUI_XIANG:440703189304265528" "DUI_XIANG:33072318811110124X" "" "1285"
"DUI_XIANG:44070318940212637X" "DUI_XIANG:330600194702152541" "" "1286"
"DUI_XIANG:440703190108058191" "DUI_XIANG:33060019340223636X" "" "1287"
"DUI_XIANG:440703190604181471" "DUI_XIANG:330600193203086020" "" "1288"
"DUI_XIANG:440703191001117635" "DUI_XIANG:330600192608035577" "" "1289"
"DUI_XIANG:440703192103277132" "DUI_XIANG:330600191803161566" "" "1290"
"DUI_XIANG:440703192202163333" "DUI_XIANG:330600191605152175" "" "1291"
"DUI_XIANG:440703192512181887" "DUI_XIANG:33060019091014672X" "" "1292"
"DUI_XIANG:440703192909143870" "DUI_XIANG:330600190205224278" "" "1293"
"DUI_XIANG:440703193701282219" "DUI_XIANG:330600190105317020" "" "1294"
"DUI_XIANG:440923189502033070" "DUI_XIANG:330600189412084994" "" "1295"
"DUI_XIANG:440923190604168329" "DUI_XIANG:330600189201235289" "" "1296"
"DUI_XIANG:440923191001128875" "DUI_XIANG:330600188210315999" "" "1297"
"DUI_XIANG:440923191409067121" "DUI_XIANG:330411194305234728" "" "1298"
"DUI_XIANG:440923191806293982" "DUI_XIANG:330411189610174104" "" "1299"
"DUI_XIANG:44092319180629423X" "DUI_XIANG:330411189610173806" "" "1300"
"DUI_XIANG:440923193008095032" "DUI_XIANG:330411188904228679" "" "1301"
"DUI_XIANG:440923194407204675" "DUI_XIANG:330411188408165234" "" "1302"
"DUI_XIANG:44092319480519963X" "DUI_XIANG:330225194801103265" "" "1303"
"DUI_XIANG:441400189105116234" "DUI_XIANG:330225193005032801" "" "1304"
"DUI_XIANG:441400189402102250" "DUI_XIANG:330225192906125744" "" "1305"
"DUI_XIANG:441400189612203383" "DUI_XIANG:33022519071203559X" "" "1306"
"DUI_XIANG:441400189811041372" "DUI_XIANG:330225190701082243" "" "1307"
"DUI_XIANG:441400190604167878" "DUI_XIANG:33022518951106285X" "" "1308"
"DUI_XIANG:441400191409055867" "DUI_XIANG:330225189412131688" "" "1309"
"DUI_XIANG:441400191806269746" "DUI_XIANG:330225188508095461" "" "1310"
"DUI_XIANG:441400192302081971" "DUI_XIANG:330225188012286029" "" "1311"
"DUI_XIANG:441400194408227405" "DUI_XIANG:330205194901078655" "" "1312"
"DUI_XIANG:441400194804107501" "DUI_XIANG:330205193711303255" "" "1313"
"DUI_XIANG:44182118851008751X" "DUI_XIANG:330205193711014365" "" "1314"
"DUI_XIANG:441821188708199891" "DUI_XIANG:330205193204182065" "" "1315"
"DUI_XIANG:441821189203228401" "DUI_XIANG:330205192510246085" "" "1316"
"DUI_XIANG:441821190405033133" "DUI_XIANG:330205192410028371" "" "1317"
"DUI_XIANG:441821190901128625" "DUI_XIANG:330205192212167071" "" "1318"
"DUI_XIANG:441821191706271252" "DUI_XIANG:330205190404121714" "" "1319"
"DUI_XIANG:441821191707041686" "DUI_XIANG:330205190006125314" "" "1320"
"DUI_XIANG:441821191904083850" "DUI_XIANG:330183194703312803" "" "1321"
"DUI_XIANG:441821194011244008" "DUI_XIANG:330183194108251794" "" "1322"
"DUI_XIANG:44182119430823875X" "DUI_XIANG:330183193104241041" "" "1323"
"DUI_XIANG:441827188311195153" "DUI_XIANG:330183193104237990" "" "1324"
"DUI_XIANG:44182718870814387X" "DUI_XIANG:330183192906149218" "" "1325"
"DUI_XIANG:441827189005127077" "DUI_XIANG:330183192708061207" "" "1326"
"DUI_XIANG:441827189203194772" "DUI_XIANG:330183191804013788" "" "1327"
